sel,title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
563,Fnaf 6 Hendry's Speech.,Scott Cawthon,,2017,2022‑07‑29,117,59,56,-9,23,40,137,96,33,0
564,Wind of Change,Scorpions,album rock,2011,2022‑07‑27,76,61,49,-6,11,18,309,1,3,55
565,Wind Of Change,Scorpions,album rock,1990,2022‑07‑27,152,52,45,-10,10,25,312,32,4,78
566,Under Fire (Opening Stage) [megaman X3],Metalltool,metal cover,2017,2022‑07‑25,186,93,18,-7,64,41,393,0,9,21
567,Ill,RoughSketch,j-core,2020,2022‑07‑22,111,98,64,-1,17,14,195,6,9,27
568,Paradise,Bad Computer,complextro,2021,2022‑07‑22,128,92,63,-4,8,58,234,0,4,25
569,Overcharge,CRT_HEAD,,2019,2022‑07‑22,89,71,55,-5,11,27,201,4,14,31
570,Washing Machine Heart,Mitski,brooklyn indie,2018,2022‑07‑22,106,82,61,-4,43,57,128,1,3,81
571,Dream Drive Operating System,GHOST DATA,future funk,2022,2022‑07‑21,110,89,56,-5,9,5,273,0,4,0
572,TECHNO KILLA,KUTE,aggressive phonk,2022,2022‑07‑19,121,89,73,-4,28,59,130,20,22,52
573,Hardware Store,"""Weird Al"" Yankovic",comedy rock,2003,2022‑07‑18,126,87,71,-12,33,68,224,19,7,46
574,Snake Eyes,Feint,chillstep,2012,2022‑07‑18,174,82,50,-6,26,18,265,0,7,52
575,Atomic Karate,TWRP,nightrun,2017,2022‑07‑15,130,64,75,-9,11,66,241,17,4,39
576,Cannon Ball,INTI CREATES,japanese vgm,2020,2022‑07‑15,75,91,36,-4,27,67,126,3,5,1
577,------,x0o0x_,vocaloid,2019,2022‑07‑15,130,91,67,-3,13,74,233,20,5,31
578,Hard Times,The Jetzons,,2008,2022‑07‑14,139,93,59,-6,19,78,179,0,4,34
579,Walking on the Moon - Bad Computer Remix,Infected Mushroom,psychedelic trance,2020,2022‑07‑13,130,85,72,-5,9,83,189,5,11,45
580,Seize the Server,Jack Wall,video game music,2020,2022‑07‑12,115,72,52,-11,12,35,185,40,5,13
581,VS VAVA,Capcom Sound Team,japanese vgm,2013,2022‑07‑11,175,78,38,-7,20,96,100,0,4,0
582,Jakob,Capcom Sound Team,japanese vgm,2013,2022‑07‑11,123,85,31,-7,40,62,199,0,10,1
583,Portal muzsika,Portal,,2020,2022‑07‑11,120,95,78,-10,77,99,154,88,4,0
584,Change The Formality,Infected Mushroom,psychedelic trance,2007,2022‑07‑09,145,90,66,-6,59,72,464,0,6,48
585,CPU Mood,FantomenK,chiptune,2011,2022‑07‑09,129,88,82,-5,13,66,321,1,6,18
586,"Orphan Tears, Pt. 3",Your Favorite Martian,antiviral pop,2022,2022‑07‑07,130,67,81,-8,35,84,192,12,26,31
587,Clap Your Hands,Kungs,edm,2022,2022‑07‑07,124,88,88,-5,36,84,190,5,7,59
588,VS Lumine～The second form,Capcom Sound Team,japanese vgm,2013,2022‑07‑06,150,84,27,-7,16,15,167,0,5,1
589,False Confidence,Noah Kahan,pov: indie,2019,2022‑07‑05,109,66,41,-8,14,33,223,16,5,72
590,Washing Machine Heart,thquib,chiptune,2021,2022‑07‑05,106,75,72,-5,11,61,127,28,3,44
591,Nobody,Mitski,brooklyn indie,2018,2022‑07‑05,117,72,40,-5,9,49,193,7,4,74
592,BULK UP,USAO,j-core,2022,2022‑07‑05,100,100,58,-1,28,59,192,1,14,23
593,Partyt Är Igång!,Bossfight,chiptune,2012,2022‑07‑05,128,95,71,-2,2,97,178,0,4,33
594,Ice Brain,Suzuki Masaki,,2020,2022‑07‑05,140,77,62,-5,17,38,133,18,3,2
595,Cumbia calé,Los Sonor's,mexican rock-and-roll,2007,2022‑07‑04,109,64,69,-10,13,31,164,70,4,30
596,Once in a Lifetime - 2005 Remaster,Talking Heads,alternative rock,1980,2022‑07‑02,117,92,64,-6,62,87,260,18,6,65
597,The Electro Suite,Hans Zimmer,german soundtrack,2014,2022‑07‑01,160,41,36,-15,67,8,756,5,6,42
598,Eye of the Storm,ONE OK ROCK,j-pop,2019,2022‑06‑29,75,82,46,-4,11,46,183,5,5,42
599,Bombs for Throwing at You,Aperture Science Psychoacoustic Laboratories,video game music,2011,2022‑06‑29,140,93,50,-7,8,64,350,0,6,0
600,Undertale - Spider Dance - Shirobon Remix,Shirobon,chiptune,2021,2022‑06‑29,115,95,56,-4,4,77,109,0,4,0
601,あなぐらぐらし,Kikuo,japanese electropop,2019,2022‑06‑27,96,68,60,-10,37,18,365,3,4,57
602,Peter Pan Was Right,Anson Seabra,alt z,2022,2022‑06‑27,84,52,66,-8,12,24,192,22,4,62
603,D.S. Al Fine,kors k,denpa-kei,2020,2022‑06‑27,160,99,45,-5,15,11,254,1,43,12
604,Mega Man X / Armored Armadillo Stage,ROCK-MEN,japanese vgm,2006,2022‑06‑26,130,98,44,-5,25,26,186,0,14,2
605,I Wanna Be A Machine,Beat Saber,otacore,2022,2022‑06‑23,128,87,60,-3,31,49,206,0,9,54
606,I Was Made for Loving You,Savlonic,meme,2017,2022‑06‑21,130,84,57,-9,12,32,234,2,4,19
607,Savlonic Supermix - Lil Deuce Deuce,Savlonic,meme,2014,2022‑06‑21,112,69,55,-11,15,31,215,4,5,25
608,Southern Nights,Glen Campbell,adult standards,1977,2022‑06‑20,95,81,70,-9,58,85,180,10,3,69
609,Rakuraku annrakushi,PEPOYO,,2021,2022‑06‑20,141,76,74,-7,7,71,250,4,5,52
610,Wandering Eye,Savlonic,meme,2014,2022‑06‑19,135,81,55,-10,30,49,233,1,3,19
611,Runaway (U & I),Galantis,dance pop,2015,2022‑06‑17,126,81,51,-4,9,38,227,1,5,75
612,Mane Mane Psychotropic,Kairikibear,anime rock,2015,2022‑06‑17,105,96,50,-5,16,61,205,7,14,31
613,"Raw, Unfiltered Calamity",DM DOKURO,pixel,2020,2022‑06‑16,174,93,36,-4,20,18,540,0,6,41
614,Death Battle: Diabolical Invincible Me (From the Rooster Teeth Series),Brandon Yates,,2022,2022‑06‑16,130,70,69,-7,10,37,221,0,3,3
615,Infestation,DM DOKURO,pixel,2020,2022‑06‑16,152,98,59,-6,37,81,275,0,13,46
616,RAVE - Slowed,Dxrk ダーク,drift phonk,2022,2022‑06‑15,103,67,69,-7,11,42,198,26,4,53
617,RAVE,Dxrk ダーク,drift phonk,2022,2022‑06‑15,120,75,72,-6,11,34,169,24,4,73
618,Frame of Mind,Tristam,brostep,2014,2022‑06‑13,175,73,44,-7,11,40,274,4,6,53
619,Mambo No. 5,Los Sonor's,mexican rock-and-roll,2002,2022‑06‑12,88,63,79,-10,9,85,163,59,8,16
620,Cozumel,Los Sonor's,mexican rock-and-roll,2002,2022‑06‑12,105,60,73,-8,5,83,167,64,6,42
621,La feria de Cali,Los Sonor's,mexican rock-and-roll,2002,2022‑06‑12,143,83,63,-5,10,97,173,9,4,37
622,Destroid 8 Annihilate,Excision,brostep,2013,2022‑06‑11,128,88,54,-5,32,16,310,0,9,0
623,Into the Zone,Shirobon,chiptune,2014,2022‑06‑11,122,78,73,-6,9,46,161,0,8,0
624,Milky Ways,Bossfight,chiptune,2012,2022‑06‑11,183,98,51,-2,6,28,188,0,5,50
625,Chronos,Zef,speedrun,2016,2022‑06‑11,134,99,56,-3,56,56,270,0,14,34
626,Corrupted,Zef,speedrun,2016,2022‑06‑11,139,95,62,-4,3,78,377,0,8,37
627,Cool Friends - Murtagh & Veschell Remix,Murtagh,otacore,2014,2022‑06‑11,115,95,78,-2,38,12,239,0,7,35
628,The Lunar Whale,Zef,speedrun,2016,2022‑06‑11,109,95,58,-5,4,55,276,0,6,27
629,DEADRINGER,panpan,pixel,2022,2022‑06‑11,140,100,62,-2,28,50,154,1,11,17
630,LED Spirals - Extended Version,Le Castle Vania,electro trash,2014,2022‑06‑10,120,58,93,-6,9,31,196,1,8,50
631,Angreifer,Unlucky Morpheus,idol rock,2015,2022‑06‑09,110,99,40,-1,13,9,426,0,9,37
632,Face Down,The Red Jumpsuit Apparatus,alternative metal,2006,2022‑06‑09,93,93,55,-2,13,46,192,0,4,75
633,This December,Ricky Montgomery,la indie,2016,2022‑06‑09,140,87,66,-5,13,89,182,3,5,59
634,Glass Heart,Daeya,dubstep,2021,2022‑06‑09,80,92,63,0,8,30,195,1,4,11
635,Broken,Savlonic,meme,2016,2022‑06‑08,125,89,55,-6,19,51,210,3,3,17
636,Computer Guy,Savlonic,meme,2014,2022‑06‑08,137,78,56,-9,10,55,198,0,4,23
637,Electro Gypsy,Savlonic,meme,2014,2022‑06‑08,157,74,60,-8,19,61,167,1,11,29
638,Epoch - The Living Tombstone Remix,Savlonic,meme,2016,2022‑06‑08,176,65,47,-10,16,63,191,24,5,53
639,Pop It - Shirobon Remix,Anamanaguchi,bitpop,2014,2022‑06‑07,122,73,75,-6,24,71,175,7,4,0
640,Sweet Tangerine,The Hush Sound,baroque pop,2006,2022‑06‑07,144,85,55,-5,33,75,183,17,4,41
641,Die Anywhere Else,Alec Holowka,indie game soundtrack,2017,2022‑06‑07,165,84,36,-8,13,69,145,18,3,39
642,Yeah Yeah Yeah (V2),Jack Conte,weirdcore,2014,2022‑06‑07,149,78,56,-7,14,84,165,2,5,40
643,Crystallize,Creo,speedrun,2018,2022‑06‑05,115,73,73,-6,9,56,200,6,13,29
644,Carnivores,Creo,speedrun,2016,2022‑06‑03,128,73,50,-7,12,27,271,1,4,36
645,We Can Dream,Creo,speedrun,2021,2022‑06‑03,172,97,39,-5,37,30,209,0,7,36
646,Nautilus,Creo,speedrun,2018,2022‑06‑03,124,79,52,-5,15,24,323,0,9,38
647,Hold It In,Jukebox The Ghost,modern rock,2008,2022‑05‑30,132,75,76,-10,10,89,209,37,3,0
648,Fortuna Redux,Fractal Dreamers,speedrun,2017,2022‑05‑27,100,97,47,-3,17,16,253,0,6,31
649,Regain Control,Shirobon,chiptune,2019,2022‑05‑27,90,68,66,-7,20,43,195,36,4,0
650,The Driver,Savlonic,meme,2014,2022‑05‑27,130,76,29,-11,7,15,230,0,5,25
651,Think,Kaleida,electropop,2014,2022‑05‑26,138,38,77,-12,9,27,239,48,3,45
652,Fight Dirty,Salvatore Ganacci,basshall,2021,2022‑05‑26,125,72,73,-6,6,77,181,0,4,13
653,Sphere,Creo,speedrun,2017,2022‑05‑26,100,86,56,-5,18,23,240,1,4,44
654,Exosphere,Creo,speedrun,2020,2022‑05‑26,118,93,67,-5,11,19,204,0,5,34
655,Exoplanet,Creo,speedrun,2017,2022‑05‑26,140,88,45,-7,32,12,247,0,4,28
656,"Yours Truly, 2095",Electric Light Orchestra,album rock,1981,2022‑05‑26,145,67,49,-12,36,71,191,29,4,41
657,Ping! 2,Exyl,,2022,2022‑05‑24,120,80,65,-4,20,17,187,19,11,34
658,There's Something Happening,Jack Stauber's Micropop,pov: indie,2020,2022‑05‑23,159,70,65,-6,12,92,186,37,6,57
659,Blue Monday - 2016 Remaster,New Order,alternative rock,2005,2022‑05‑18,130,70,79,-10,8,86,451,0,6,59
660,Browser History,Graham Kartna,bitpop,2013,2022‑05‑13,105,76,64,-9,14,18,139,21,3,53
661,Gonna Fly Now,Maynard Ferguson,jazz orchestra,1977,2022‑05‑11,114,85,53,-6,54,62,261,1,7,29
662,Nutmeg,Infected Mushroom,psychedelic trance,2017,2022‑05‑10,140,87,64,-6,18,34,456,1,5,29
663,Kipod,Infected Mushroom,psychedelic trance,2015,2022‑05‑10,145,59,70,-7,7,47,416,19,5,24
664,Ani Mevushal,Infected Mushroom,psychedelic trance,2020,2022‑05‑08,145,78,57,-6,8,18,531,0,6,24
665,GIMME DA BLOOD,C-Show,j-core,2021,2022‑05‑07,110,97,67,-2,19,87,133,6,11,28
666,Cynthia's Theme - Arrangement,The Zame,lo-fi vgm,2022,2022‑05‑07,101,72,48,-11,48,83,157,11,3,20
667,"Never Let Up! (from ""Mario & Luigi Dream Team"") - 3DS Remix",The Greatest Bits,scorecore,2021,2022‑05‑07,98,92,48,-9,19,55,164,0,4,9
668,The Amazing Ryu - NES,"Koei Tecmo Games Co., Ltd.",japanese vgm,2017,2022‑05‑07,150,91,55,-13,14,96,95,0,6,25
669,Desert Wanderer (departure): Megaman Zero 2 [Guitar Cover],ChequerChequer,,2016,2022‑05‑06,150,83,37,-10,34,3,306,0,6,3
670,Are You Bored Yet? (feat. Clairo),Wallows,pov: indie,2019,2022‑05‑05,120,68,68,-6,27,64,178,16,3,79
671,La Campanella:Nu Rave,Cranky,rhythm game,2018,2022‑05‑05,178,98,41,-7,15,32,191,0,17,0
672,Bubbleman's Subaqueous Stronghold,Apoplexia,vgm remix,2018,2022‑05‑04,175,98,48,-4,20,66,297,4,7,4
673,"Stage Select (From ""Mega Man 8"")",Arcade Player,sillycore,2021,2022‑05‑04,150,65,51,-8,13,95,51,25,4,12
674,"Bubble Crab's Stage (From ""Mega Man X2"")",Arcade Player,sillycore,2021,2022‑05‑04,200,41,33,-11,56,24,92,0,4,4
675,Mega Man X3 / Zero,ROCK-MEN,japanese vgm,2006,2022‑05‑03,120,90,55,-7,24,75,166,0,4,1
676,Lightmare,Creo,speedrun,2020,2022‑05‑03,108,94,57,-6,16,19,301,0,6,30
677,Casin,glue70,future funk,2016,2022‑05‑03,104,66,96,-7,7,73,106,7,22,54
678,Volt Catfish,VG Cover Junkies,,2016,2022‑05‑02,176,87,23,-3,32,56,112,23,18,4
679,"Armored Armadillo Stage (From ""Mega Man X"")",Game & Sound,pixel,2017,2022‑05‑02,140,94,39,-7,27,18,193,1,13,17
680,Departure,INTI CREATES,japanese vgm,2020,2022‑05‑02,152,97,62,-4,12,87,124,4,16,5
681,Anima,XI,rhythm game,2015,2022‑05‑01,92,91,48,-6,12,27,271,0,4,34
682,Invisible Frenzy - Camellia's Remix,Kobaryo,j-core,2021,2022‑05‑01,148,100,45,-3,11,17,295,0,32,25
683,Crystal Dolphin,Engelwood,chillhop,2017,2022‑05‑01,128,78,56,-7,41,25,115,33,18,54
684,Staff Roll (PS ver.),Capcom Sound Team,japanese vgm,2014,2022‑05‑01,167,49,53,-11,12,61,150,60,5,0
685,Title (PS ver.),Capcom Sound Team,japanese vgm,2014,2022‑05‑01,160,79,41,-7,32,42,92,0,4,0
686,Dr. Wily Stage 2,Capcom Sound Team,japanese vgm,2014,2022‑05‑01,150,76,45,-9,13,64,91,31,6,0
687,Dr. Wily Stage 1 (PS ver.),Capcom Sound Team,japanese vgm,2014,2022‑05‑01,94,88,45,-7,17,52,157,0,5,0
688,X4 - BOSS,Yasumasa Kitagawa,japanese vgm,2018,2022‑05‑01,148,94,36,-8,31,69,171,0,6,2
689,Try This,Pegboard Nerds,brostep,2015,2022‑05‑01,174,95,42,-4,11,40,229,0,6,11
690,Outlaw,Creo,speedrun,2018,2022‑05‑01,118,79,50,-6,35,10,304,0,4,32
691,Last Battle,Marika Suzuki,sound team,2018,2022‑04‑30,137,80,46,-10,10,82,138,0,3,0
692,Acid Man Stage,Marika Suzuki,sound team,2018,2022‑04‑30,145,94,47,-10,19,54,212,0,5,1
693,"Galaxy Fantasy (Galaxy Man Stage) [From ""Mega Man 9""]",FalKKonE,otacore,2022,2022‑04‑29,164,93,31,-4,31,17,193,0,6,2
694,lit(var),Kensuke Ushio,anime score,2016,2022‑04‑28,95,26,33,-16,11,3,135,94,6,49
695,Rose at Nightfall,NemesisTheory,,2021,2022‑04‑28,89,89,31,-11,16,29,124,16,7,28
696,Mega Man 3 / Ending,ROCK-MEN,japanese vgm,2006,2022‑04‑28,80,57,32,-7,16,26,228,35,3,1
697,Mega Man 5 / Dark Man Stage - SIDE-R,ROCK-MEN,japanese vgm,2006,2022‑04‑28,100,95,41,-6,33,24,160,0,10,1
698,Kyouran Hey Kids!!,THE ORAL CIGARETTES,anime,2016,2022‑04‑28,142,98,53,-2,19,78,251,0,11,66
699,Face to Face / Short Circuit,Daft Punk,electro,2007,2022‑04‑27,126,60,53,-13,72,19,295,26,6,43
700,Television Rules the Nation / Crescendolls,Daft Punk,electro,2007,2022‑04‑27,126,79,58,-10,46,56,291,0,7,51
701,Nightcall,Kavinsky,filter house,2010,2022‑04‑27,91,87,53,-5,45,36,258,1,5,74
702,Da Funk / Daftendirekt,Daft Punk,electro,2007,2022‑04‑26,112,86,68,-10,98,55,397,1,4,42
703,Becoming Insane,Infected Mushroom,psychedelic trance,2007,2022‑04‑22,145,82,65,-6,19,63,440,0,7,44
704,Treehouse,Alex G,philly indie,2011,2022‑04‑22,73,20,61,-19,11,14,159,71,4,80
705,Abandoned Memory,RetroSpecter,otacore,2019,2022‑04‑22,175,95,8,-5,19,5,183,0,55,2
706,Propane Nightmares,Pendulum,australian dance,2008,2022‑04‑22,174,97,36,-4,19,22,313,0,8,56
707,Borderline,Tame Impala,australian psych,2020,2022‑04‑22,98,87,62,-3,8,87,238,4,4,80
708,Sometimes - French 79 Remix,Miami Horror,alternative dance,2021,2022‑04‑22,120,35,49,-14,6,4,262,30,3,0
709,Sometimes,Miami Horror,alternative dance,2021,2022‑04‑22,125,83,59,-4,16,43,254,2,3,0
710,Close Eyes,DVRST,chill phonk,2021,2022‑04‑22,96,57,78,-10,14,21,132,7,6,73
711,All Eyes On Me,Fox Stevenson,complextro,2020,2022‑04‑22,172,92,45,-3,29,60,181,0,8,0
712,Born Survivor,Shirobon,chiptune,2019,2022‑04‑22,122,68,74,-6,10,34,303,1,6,0
713,Cities,Throttle,,2019,2022‑04‑22,114,47,91,-8,11,20,180,62,4,51
714,All Night Forever,TWRP,nightrun,2019,2022‑04‑22,120,65,46,-10,18,57,288,1,6,36
715,Toccata,OVERWERK,canadian electronic,2015,2022‑04‑22,128,66,65,-6,9,53,411,0,23,45
716,Die For You,VALORANT,video game music,2021,2022‑04‑22,95,71,60,-5,13,10,213,8,3,64
717,Short Circuit,Daft Punk,electro,2001,2022‑04‑22,110,56,54,-11,8,22,207,0,7,50
718,Face to Face,Daft Punk,electro,2001,2022‑04‑22,118,44,87,-10,3,96,240,0,7,60
719,Something About Us,Daft Punk,electro,2001,2022‑04‑22,100,48,88,-13,5,38,233,44,10,69
720,Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,electro,2013,2022‑04‑21,116,79,81,-9,7,86,370,4,4,73
721,Airman Ga Taosenai - I Can't Beat Airman,Tsuko G.,eurobeat,2015,2022‑04‑21,200,92,36,-5,72,64,239,1,8,30
722,Instant Crush (feat. Julian Casablancas),Daft Punk,electro,2013,2022‑04‑20,110,59,78,-10,8,52,338,4,3,74
723,Lost In The Rhythm,Jamie Berry,electro swing,2016,2022‑04‑18,121,85,88,-6,7,73,187,1,18,52
724,X vs ZERO,Naoto Tanaka,sound team,2013,2022‑04‑17,130,94,45,-7,10,51,163,0,11,8
725,ZERO STAGE 2,Naoto Tanaka,sound team,2013,2022‑04‑17,150,98,55,-7,30,88,207,20,4,3
726,Paradigm,Leslie Wai,,2015,2022‑04‑14,130,95,53,-7,21,52,443,0,26,32
727,X - BOSS 2,Yasumasa Kitagawa,japanese vgm,2018,2022‑04‑14,168,95,39,-7,16,43,159,0,5,1
728,Flamewall,Camellia,denpa-kei,2020,2022‑04‑12,150,97,16,-1,9,15,410,0,10,42
729,Drunk,The Living Tombstone,otacore,2020,2022‑04‑12,112,96,58,-3,23,69,206,1,16,55
730,butterfly knife,food house,hyperpop,2021,2022‑04‑11,170,88,31,-6,13,61,169,25,12,0
731,Ready For The Madness,RiraN,j-core,2019,2022‑04‑09,180,94,41,-3,32,28,119,0,6,19
732,Turn the Lights Off,Tally Hall,ann arbor indie,2011,2022‑04‑09,189,70,39,-7,11,77,177,14,8,63
733,Never Going Home,Kungs,edm,2021,2022‑04‑08,122,85,84,-5,6,94,170,9,4,65
734,Lady - Hear Me Tonight,Modjo,disco house,2001,2022‑03‑30,126,81,72,-6,6,87,307,1,4,78
735,Music Sounds Better With You,Stardust,filter house,1998,2022‑03‑30,124,72,74,-7,38,36,403,0,34,69
736,Bumpin',MC Virgins,meme rap,2021,2022‑03‑28,108,91,75,-4,17,53,145,11,11,0
737,Time (Take Your Time),Scatman John,eurodance,1995,2022‑03‑16,133,95,72,-9,10,76,225,14,4,25
738,Stan,Eminem,detroit hip hop,2000,2022‑03‑06,80,77,78,-4,52,51,404,4,24,79
739,Eggman Mean Bean,Tee Lopes,,2018,2022‑03‑04,150,100,42,-5,22,88,146,0,6,30
740,Unveil,Creo,speedrun,2019,2022‑02‑28,134,21,19,-14,11,6,86,30,3,27
741,Saeed (Paranormal Attack & Skazi Remix),Infected Mushroom,psychedelic trance,2018,2022‑02‑27,140,95,61,-5,10,22,267,0,9,30
742,Saeed,Infected Mushroom,psychedelic trance,2009,2022‑02‑27,145,85,57,-6,13,34,424,1,7,43
743,Death Battle: Mega Mania,Brandon Yates,djent,2019,2022‑02‑20,180,93,34,-6,13,40,227,0,9,1
744,Within,Daft Punk,electro,2013,2022‑01‑15,110,30,70,-14,10,7,229,89,3,55
745,Crystal Tokyo,FantomenK,chiptune,2017,2021‑12‑09,174,93,35,-7,32,40,329,0,5,37
746,DisChipo,FantomenK,chiptune,2011,2021‑12‑09,127,97,62,-8,13,81,325,0,4,27
747,Dance Of The Incognizant,FantomenK,chiptune,2011,2021‑12‑09,135,94,60,-5,8,88,427,3,4,28
748,After Dark,Mr.Kitty,weirdcore,2014,2021‑12‑05,140,60,59,-10,8,4,259,7,3,76
749,Cold War,Jack Wall,video game music,2020,2021‑12‑05,120,39,51,-12,10,9,202,37,3,35
750,Snakeskin Boots,Jack Wall,video game music,2015,2021‑12‑05,94,54,67,-7,6,45,181,52,8,43
751,Rising Tide,Jack Wall,video game music,2020,2021‑12‑05,122,71,51,-12,12,16,201,0,4,42
752,Adrenaline,Jack Wall,video game music,2012,2021‑12‑05,200,91,39,-10,11,54,206,0,5,48
753,Renegades,X Ambassadors,modern alternative rock,2015,2016‑05‑04,90,86,53,-6,23,53,195,1,9,75
754,"Game On (feat. Good Charlotte) - From ""Pixels - The Movie""",Waka Flocka Flame,atl hip hop,2015,2016‑05‑04,166,99,58,-4,55,74,227,1,27,50